tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
7325B74:LP-DIR-T13	7325B74:LP-DIR-T	7325B74	    2.1	034.5	-03.4 	0	0	0.00	0.00	13	  466.0	This study	mit pale 2013-03-12 10:48:08	LT-T-Z:LP-DIR-T	g	164	u	8	273	Wiess		pmagpy-4.1.5	8.09e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T14	7325B74:LP-DIR-T	7325B74	   22.3	042.2	-09.3 	0	0	0.00	0.00	14	  486.0	This study	mit pale 2013-03-12 12:35:06	LT-T-Z:LP-DIR-T	g	165	u	8	273	Wiess		pmagpy-4.1.5	6.76e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T15	7325B74:LP-DIR-T	7325B74	    2.3	030.1	-20.2 	0	0	0.00	0.00	15	  506.0	This study	mit pale 2013-03-12 15:29:08	LT-T-Z:LP-DIR-T	g	166	u	8	273	Wiess		pmagpy-4.1.5	6.77e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T16	7325B74:LP-DIR-T	7325B74	    7.1	054.0	-35.4 	0	0	0.00	0.00	16	  527.0	This study	mit pale 2013-03-12 16:57:09	LT-T-Z:LP-DIR-T	g	167	u	8	273	Wiess		pmagpy-4.1.5	4.66e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T17	7325B74:LP-DIR-T	7325B74	   14.5	326.3	-52.7 	0	0	0.00	0.00	17	  551.0	This study	mit pale 2013-03-13 12:44:05	LT-T-Z:LP-DIR-T	g	168	u	8	273	Wiess		pmagpy-4.1.5	5.83e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T18	7325B74:LP-DIR-T	7325B74	    3.5	300.4	-77.5 	0	0	0.00	0.00	18	  576.0	This study	mit pale 2013-03-13 17:17:05	LT-T-Z:LP-DIR-T	g	169	u	8	273	Wiess		pmagpy-4.1.5	6.87e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T19	7325B74:LP-DIR-T	7325B74	    3.6	308.0	-76.1 	0	0	0.00	0.00	19	  601.0	This study	mit pale 2013-03-14 11:42:31	LT-T-Z:LP-DIR-T	g	170	u	8	273	Wiess		pmagpy-4.1.5	7.65e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T20	7325B74:LP-DIR-T	7325B74	    0.9	314.5	-48.9 	0	0	0.00	0.00	20	  626.0	This study	mit pale 2013-03-14 16:47:24	LT-T-Z:LP-DIR-T	g	171	u	8	273	Wiess		pmagpy-4.1.5	9.60e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T21	7325B74:LP-DIR-T	7325B74	    0.9	326.1	-31.4 	0	0	0.00	0.00	21	  651.0	This study	mit pale 2013-03-15 09:26:49	LT-T-Z:LP-DIR-T	g	172	u	8	273	Wiess		pmagpy-4.1.5	1.43e-10	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T22	7325B74:LP-DIR-T	7325B74	    1.4	327.2	-48.5 	0	0	0.00	0.00	22	  675.0	This study	mit pale 2013-03-15 11:56:35	LT-T-Z:LP-DIR-T	g	173	u	8	273	Wiess		pmagpy-4.1.5	9.48e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T23	7325B74:LP-DIR-T	7325B74	    0.8	302.6	-42.8 	0	0	0.00	0.00	23	  701.0	This study	mit pale 2013-03-15 18:11:12	LT-T-Z:LP-DIR-T	g	174	u	8	273	Wiess		pmagpy-4.1.5	7.63e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T24	7325B74:LP-DIR-T	7325B74	    3.5	278.2	-42.9 	0	0	0.00	0.00	24	  726.0	This study	mit pale 2013-03-18 11:14:41	LT-T-Z:LP-DIR-T	g	175	u	8	273	Wiess		pmagpy-4.1.5	5.55e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T25	7325B74:LP-DIR-T	7325B74	    9.4	140.5	-40.0 	0	0	0.00	0.00	25	  752.0	This study	mit pale 2013-03-18 17:50:09	LT-T-Z:LP-DIR-T	g	176	u	8	273	Wiess		pmagpy-4.1.5	1.73e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T26	7325B74:LP-DIR-T	7325B74	    3.3	017.3	002.0 	0	0	0.00	0.00	26	  776.0	This study	mit pale 2013-03-19 10:11:01	LT-T-Z:LP-DIR-T	g	177	u	8	273	Wiess		pmagpy-4.1.5	3.54e-11	0.00e+00	0.00e+00	0.00e+00
7325B74:LP-DIR-T27	7325B74:LP-DIR-T	7325B74	    2.1	093.1	017.3 	0	0	0.00	0.00	27	  788.0	This study	mit pale 2013-03-19 12:25:22	LT-T-Z:LP-DIR-T	g	178	u	8	273	Wiess		pmagpy-4.1.5	4.15e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T0	7325B75:LP-DIR-T	7325B75	    1.0	155.8	-66.9 	0	0	0.00	0.00	0	273	This study	mit pale 2013-02-21 09:33:14	LT-NO:LP-DIR-T	g	179	u	8	273	Wiess		pmagpy-4.1.5	1.54e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T1	7325B75:LP-DIR-T	7325B75	    5.1	084.6	-74.6 	 1.500e-03	0	0.00	0.00	1	273	This study	mit pale 2013-03-05 15:16:03	LT-AF-Z:LP-DIR-T	g	180	u	8	273	Wiess		pmagpy-4.1.5	6.50e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T2	7325B75:LP-DIR-T	7325B75	   13.1	063.4	-03.5 	 2.000e-03	0	0.00	0.00	2	273	This study	mit pale 2013-03-05 15:21:51	LT-AF-Z:LP-DIR-T	g	181	u	8	273	Wiess		pmagpy-4.1.5	3.34e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T3	7325B75:LP-DIR-T	7325B75	    8.9	328.7	063.0 	 2.500e-03	0	0.00	0.00	3	273	This study	mit pale 2013-03-05 15:27:39	LT-AF-Z:LP-DIR-T	g	182	u	8	273	Wiess		pmagpy-4.1.5	5.40e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T4	7325B75:LP-DIR-T	7325B75	    4.3	024.6	068.1 	 3.000e-03	0	0.00	0.00	4	273	This study	mit pale 2013-03-05 15:33:28	LT-AF-Z:LP-DIR-T	g	183	u	8	273	Wiess		pmagpy-4.1.5	7.04e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T5	7325B75:LP-DIR-T	7325B75	    3.0	025.0	067.8 	 3.500e-03	0	0.00	0.00	5	273	This study	mit pale 2013-03-05 15:39:18	LT-AF-Z:LP-DIR-T	g	184	u	8	273	Wiess		pmagpy-4.1.5	1.05e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T6	7325B75:LP-DIR-T	7325B75	    5.1	038.8	074.6 	 4.000e-03	0	0.00	0.00	6	273	This study	mit pale 2013-03-05 15:45:09	LT-AF-Z:LP-DIR-T	g	185	u	8	273	Wiess		pmagpy-4.1.5	1.27e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T7	7325B75:LP-DIR-T	7325B75	    2.9	012.6	077.9 	 4.500e-03	0	0.00	0.00	7	273	This study	mit pale 2013-03-05 15:51:01	LT-AF-Z:LP-DIR-T	g	186	u	8	273	Wiess		pmagpy-4.1.5	1.28e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T8	7325B75:LP-DIR-T	7325B75	    6.6	359.8	071.6 	 5.000e-03	0	0.00	0.00	8	273	This study	mit pale 2013-03-05 15:56:52	LT-AF-Z:LP-DIR-T	g	187	u	8	273	Wiess		pmagpy-4.1.5	1.24e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T9	7325B75:LP-DIR-T	7325B75	    7.3	291.4	059.4 	0	0	0.00	0.00	9	273	This study	mit pale 2013-03-07 16:51:26	LT-NO:LP-DIR-T	g	188	u	8	273	Wiess		pmagpy-4.1.5	1.10e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T10	7325B75:LP-DIR-T	7325B75	    2.9	293.6	060.8 	0	0	0.00	0.00	10	  323.0	This study	mit pale 2013-03-08 14:01:28	LT-T-Z:LP-DIR-T	g	189	u	8	273	Wiess		pmagpy-4.1.5	1.11e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T11	7325B75:LP-DIR-T	7325B75	    1.9	311.6	058.2 	0	0	0.00	0.00	11	  376.0	This study	mit pale 2013-03-11 10:46:03	LT-T-Z:LP-DIR-T	g	190	u	8	273	Wiess		pmagpy-4.1.5	9.80e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T12	7325B75:LP-DIR-T	7325B75	    3.2	285.8	057.1 	0	0	0.00	0.00	12	  438.0	This study	mit pale 2013-03-11 17:54:17	LT-T-Z:LP-DIR-T	g	191	u	8	273	Wiess		pmagpy-4.1.5	8.12e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T13	7325B75:LP-DIR-T	7325B75	    2.3	235.2	054.4 	0	0	0.00	0.00	13	  466.0	This study	mit pale 2013-03-12 10:20:25	LT-T-Z:LP-DIR-T	g	192	u	8	273	Wiess		pmagpy-4.1.5	1.15e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T14	7325B75:LP-DIR-T	7325B75	    5.3	266.0	062.3 	0	0	0.00	0.00	14	  486.0	This study	mit pale 2013-03-12 12:28:02	LT-T-Z:LP-DIR-T	g	193	u	8	273	Wiess		pmagpy-4.1.5	9.62e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T15	7325B75:LP-DIR-T	7325B75	    2.1	259.3	064.5 	0	0	0.00	0.00	15	  506.0	This study	mit pale 2013-03-12 15:19:35	LT-T-Z:LP-DIR-T	g	194	u	8	273	Wiess		pmagpy-4.1.5	8.37e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T16	7325B75:LP-DIR-T	7325B75	    5.9	280.4	061.1 	0	0	0.00	0.00	16	  527.0	This study	mit pale 2013-03-12 16:47:33	LT-T-Z:LP-DIR-T	g	195	u	8	273	Wiess		pmagpy-4.1.5	8.40e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T17	7325B75:LP-DIR-T	7325B75	    3.2	260.8	052.1 	0	0	0.00	0.00	17	  551.0	This study	mit pale 2013-03-13 12:16:36	LT-T-Z:LP-DIR-T	g	196	u	8	273	Wiess		pmagpy-4.1.5	7.90e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T18	7325B75:LP-DIR-T	7325B75	    9.7	293.1	045.5 	0	0	0.00	0.00	18	  576.0	This study	mit pale 2013-03-13 15:26:25	LT-T-Z:LP-DIR-T	g	197	u	8	273	Wiess		pmagpy-4.1.5	7.28e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T19	7325B75:LP-DIR-T	7325B75	    1.2	263.2	034.4 	0	0	0.00	0.00	19	  601.0	This study	mit pale 2013-03-14 11:33:58	LT-T-Z:LP-DIR-T	g	198	u	8	273	Wiess		pmagpy-4.1.5	6.75e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T20	7325B75:LP-DIR-T	7325B75	    1.4	234.2	-04.7 	0	0	0.00	0.00	20	  626.0	This study	mit pale 2013-03-14 16:32:59	LT-T-Z:LP-DIR-T	g	199	u	8	273	Wiess		pmagpy-4.1.5	6.66e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T21	7325B75:LP-DIR-T	7325B75	    1.5	251.5	-25.1 	0	0	0.00	0.00	21	  651.0	This study	mit pale 2013-03-15 09:12:28	LT-T-Z:LP-DIR-T	g	200	u	8	273	Wiess		pmagpy-4.1.5	5.94e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T22	7325B75:LP-DIR-T	7325B75	    4.0	251.0	-11.9 	0	0	0.00	0.00	22	  675.0	This study	mit pale 2013-03-15 11:51:02	LT-T-Z:LP-DIR-T	g	201	u	8	273	Wiess		pmagpy-4.1.5	7.68e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T23	7325B75:LP-DIR-T	7325B75	    0.6	234.6	-20.9 	0	0	0.00	0.00	23	  701.0	This study	mit pale 2013-03-15 18:04:33	LT-T-Z:LP-DIR-T	g	202	u	8	273	Wiess		pmagpy-4.1.5	8.92e-11	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T24	7325B75:LP-DIR-T	7325B75	    1.4	244.2	-07.1 	0	0	0.00	0.00	24	  726.0	This study	mit pale 2013-03-18 11:08:01	LT-T-Z:LP-DIR-T	g	203	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T25	7325B75:LP-DIR-T	7325B75	    1.7	232.8	-12.1 	0	0	0.00	0.00	25	  752.0	This study	mit pale 2013-03-18 17:29:32	LT-T-Z:LP-DIR-T	g	204	u	8	273	Wiess		pmagpy-4.1.5	1.09e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T26	7325B75:LP-DIR-T	7325B75	    0.9	232.0	017.1 	0	0	0.00	0.00	26	  776.0	This study	mit pale 2013-03-19 10:04:25	LT-T-Z:LP-DIR-T	g	205	u	8	273	Wiess		pmagpy-4.1.5	1.76e-10	0.00e+00	0.00e+00	0.00e+00
7325B75:LP-DIR-T27	7325B75:LP-DIR-T	7325B75	    1.1	126.2	-44.5 	0	0	0.00	0.00	27	  788.0	This study	mit pale 2013-03-19 12:19:51	LT-T-Z:LP-DIR-T	g	206	u	8	273	Wiess		pmagpy-4.1.5	8.39e-11	0.00e+00	0.00e+00	0.00e+00
7325B76:LP-DIR-T0	7325B76:LP-DIR-T	7325B76	    0.4	345.2	-53.9 	0	0	0.00	0.00	0	273	This study	runcorn 2014-07-26 16:14:03	LT-NO:LP-DIR-T	g	207	u	8	273	Wiess		pmagpy-4.1.5	2.87e-10	1.07e-12	1.79e-12	8.00e-14
7325B76:LP-DIR-T1	7325B76:LP-DIR-T	7325B76	    0.3	346.7	-49.3 	0	0	0.00	0.00	1	  373.0	This study	runcorn 2014-07-26 20:34:28	LT-T-Z:LP-DIR-T	g	208	u	8	273	Wiess		pmagpy-4.1.5	2.51e-10	8.80e-13	1.30e-12	4.50e-13
7325B76:LP-DIR-T2	7325B76:LP-DIR-T	7325B76	    0.8	336.8	-48.2 	0	0	0.00	0.00	2	  423.0	This study	runcorn 2014-07-26 23:05:14	LT-T-Z:LP-DIR-T	g	209	u	8	273	Wiess		pmagpy-4.1.5	2.36e-10	4.90e-13	3.19e-12	3.40e-13
7325B76:LP-DIR-T3	7325B76:LP-DIR-T	7325B76	    0.6	327.3	-48.5 	0	0	0.00	0.00	3	  473.0	This study	runcorn 2014-07-27 01:16:14	LT-T-Z:LP-DIR-T	g	210	u	8	273	Wiess		pmagpy-4.1.5	1.99e-10	2.03e-12	1.55e-12	3.50e-13
7325B76:LP-DIR-T4	7325B76:LP-DIR-T	7325B76	    0.7	325.3	-52.4 	0	0	0.00	0.00	4	  523.0	This study	runcorn 2014-07-27 13:21:21	LT-T-Z:LP-DIR-T	g	211	u	8	273	Wiess		pmagpy-4.1.5	1.86e-10	1.15e-12	2.05e-12	6.10e-13
7325B76:LP-DIR-T5	7325B76:LP-DIR-T	7325B76	    0.6	323.2	-45.8 	0	0	0.00	0.00	5	  573.0	This study	runcorn 2014-07-27 16:12:09	LT-T-Z:LP-DIR-T	g	212	u	8	273	Wiess		pmagpy-4.1.5	1.64e-10	1.51e-12	1.63e-12	3.00e-13
7325B76:LP-DIR-T6	7325B76:LP-DIR-T	7325B76	    0.7	002.1	-42.6 	0	0	0.00	0.00	6	  613.0	This study	runcorn 2014-07-27 18:31:19	LT-T-Z:LP-DIR-T	g	213	u	8	273	Wiess		pmagpy-4.1.5	1.31e-10	1.15e-12	1.50e-12	1.60e-13
7325B76:LP-DIR-T7	7325B76:LP-DIR-T	7325B76	    0.7	012.4	-53.2 	0	0	0.00	0.00	7	  628.0	This study	runcorn 2014-07-27 20:31:58	LT-T-Z:LP-DIR-T	g	214	u	8	273	Wiess		pmagpy-4.1.5	1.35e-10	1.28e-12	1.23e-12	4.90e-13
7325B76:LP-DIR-T8	7325B76:LP-DIR-T	7325B76	    0.7	003.6	-53.4 	0	0	0.00	0.00	8	  643.0	This study	runcorn 2014-07-27 22:37:14	LT-T-Z:LP-DIR-T	g	215	u	8	273	Wiess		pmagpy-4.1.5	1.41e-10	1.96e-12	8.10e-13	4.90e-13
7325B76:LP-DIR-T9	7325B76:LP-DIR-T	7325B76	    0.6	358.1	-51.5 	0	0	0.00	0.00	9	  658.0	This study	runcorn 2014-07-28 10:19:02	LT-T-Z:LP-DIR-T	g	216	u	8	273	Wiess		pmagpy-4.1.5	1.55e-10	1.00e-12	1.64e-12	6.70e-13
7325B76:LP-DIR-T10	7325B76:LP-DIR-T	7325B76	    0.6	352.8	-42.6 	0	0	0.00	0.00	10	  673.0	This study	runcorn 2014-07-28 12:49:51	LT-T-Z:LP-DIR-T	g	217	u	8	273	Wiess		pmagpy-4.1.5	1.41e-10	1.49e-12	9.60e-13	4.90e-13
7325B76:LP-DIR-T11	7325B76:LP-DIR-T	7325B76	    1.1	005.3	-20.4 	0	0	0.00	0.00	11	  673.0	This study	runcorn 2014-08-04 09:51:22	LT-T-Z:LP-DIR-T	g	218	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	9.40e-13	2.12e-12	6.10e-13
7325B76:LP-DIR-T12	7325B76:LP-DIR-T	7325B76	    1.5	355.6	-22.6 	0	0	0.00	0.00	12	  698.0	This study	runcorn 2014-08-04 12:08:06	LT-T-Z:LP-DIR-T	g	219	u	8	273	Wiess		pmagpy-4.1.5	8.99e-11	7.10e-13	2.12e-12	9.20e-13
7325B76:LP-DIR-T13	7325B76:LP-DIR-T	7325B76	    0.8	358.8	-30.1 	0	0	0.00	0.00	13	  723.0	This study	runcorn 2014-08-04 14:30:00	LT-T-Z:LP-DIR-T	g	220	u	8	273	Wiess		pmagpy-4.1.5	1.02e-10	1.65e-12	8.20e-13	4.10e-13
7325B76:LP-DIR-T14	7325B76:LP-DIR-T	7325B76	    0.5	008.1	-47.2 	0	0	0.00	0.00	14	  748.0	This study	runcorn 2014-08-04 17:08:39	LT-T-Z:LP-DIR-T	g	221	u	8	273	Wiess		pmagpy-4.1.5	9.88e-11	4.50e-13	8.60e-13	1.90e-13
7325B76:LP-DIR-T15	7325B76:LP-DIR-T	7325B76	    0.7	016.2	-43.8 	0	0	0.00	0.00	15	  773.0	This study	runcorn 2014-08-04 20:06:25	LT-T-Z:LP-DIR-T	g	222	u	8	273	Wiess		pmagpy-4.1.5	1.15e-10	1.18e-12	1.06e-12	3.80e-13
7325B76:LP-DIR-T16	7325B76:LP-DIR-T	7325B76	    1.4	033.1	-54.4 	0	0	0.00	0.00	16	  798.0	This study	runcorn 2014-08-04 22:30:01	LT-T-Z:LP-DIR-T	g	223	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	2.57e-12	1.67e-12	5.00e-13
7325B76:LP-DIR-T17	7325B76:LP-DIR-T	7325B76	    0.6	054.9	-54.1 	0	0	0.00	0.00	17	  823.0	This study	runcorn 2014-08-05 00:20:30	LT-T-Z:LP-DIR-T	g	224	u	8	273	Wiess		pmagpy-4.1.5	9.98e-11	8.10e-13	5.00e-13	6.40e-13
7325B76:LP-DIR-T18	7325B76:LP-DIR-T	7325B76	    0.7	053.6	-58.1 	0	0	0.00	0.00	18	  848.0	This study	runcorn 2014-08-05 02:39:13	LT-T-Z:LP-DIR-T	g	225	u	8	273	Wiess		pmagpy-4.1.5	1.40e-10	1.47e-12	8.30e-13	3.80e-13
7325B76:LP-DIR-T19	7325B76:LP-DIR-T	7325B76	    0.5	038.5	-30.5 	0	0	0.00	0.00	19	  873.0	This study	runcorn 2014-08-05 04:43:50	LT-T-Z:LP-DIR-T	g	226	u	8	273	Wiess		pmagpy-4.1.5	1.23e-10	1.97e-12	1.55e-12	4.20e-13
7325B76:LP-DIR-T20	7325B76:LP-DIR-T	7325B76	    2.7	333.2	-58.5 	0	0	0.00	0.00	20	  898.0	This study	runcorn 2014-08-05 06:48:56	LT-T-Z:LP-DIR-T	g	227	u	8	273	Wiess		pmagpy-4.1.5	5.85e-11	1.75e-12	2.02e-12	7.10e-13
7325B76:LP-DIR-T21	7325B76:LP-DIR-T	7325B76	    1.4	178.9	-30.7 	0	0	0.00	0.00	21	  923.0	This study	runcorn 2014-08-05 09:14:18	LT-T-Z:LP-DIR-T	g	228	u	8	273	Wiess		pmagpy-4.1.5	3.85e-11	6.20e-13	8.30e-13	4.20e-13
7325B76:LP-DIR-T22	7325B76:LP-DIR-T	7325B76	    0.6	152.0	-76.2 	0	0	0.00	0.00	22	  948.0	This study	runcorn 2014-08-05 11:50:45	LT-T-Z:LP-DIR-T	g	229	u	8	273	Wiess		pmagpy-4.1.5	1.94e-10	1.36e-12	1.70e-12	7.40e-13
7325B76:LP-DIR-T23	7325B76:LP-DIR-T	7325B76	    1.3	192.3	-37.4 	0	0	0.00	0.00	23	  973.0	This study	runcorn 2014-08-05 15:02:03	LT-T-Z:LP-DIR-T	g	230	u	8	273	Wiess		pmagpy-4.1.5	6.07e-11	9.90e-13	1.23e-12	1.20e-13
7325B76:LP-DIR-T24	7325B76:LP-DIR-T	7325B76	    0.7	334.6	 05.1 	0	0	0.00	0.00	24	 1023.0	This study	runcorn 2014-08-05 18:03:37	LT-T-Z:LP-DIR-T	g	231	u	8	273	Wiess		pmagpy-4.1.5	1.08e-10	1.19e-12	1.15e-12	4.30e-13
7325B76:LP-DIR-T25	7325B76:LP-DIR-T	7325B76	    0.9	072.6	 54.4 	0	0	0.00	0.00	25	 1073.0	This study	runcorn 2014-08-05 20:40:47	LT-T-Z:LP-DIR-T	g	232	u	8	273	Wiess		pmagpy-4.1.5	1.28e-10	1.56e-12	1.80e-12	3.60e-13
7325B77:LP-DIR-T0	7325B77:LP-DIR-T	7325B77	    0.4	325.6	-67.2 	0	0	0.00	0.00	0	273	This study	runcorn 2014-07-26 16:21:27	LT-NO:LP-DIR-T	g	233	u	8	273	Wiess		pmagpy-4.1.5	2.44e-10	1.32e-12	1.38e-12	3.00e-13
7325B77:LP-DIR-T1	7325B77:LP-DIR-T	7325B77	    0.4	323.9	-65.3 	0	0	0.00	0.00	1	  373.0	This study	runcorn 2014-07-26 20:37:04	LT-T-Z:LP-DIR-T	g	234	u	8	273	Wiess		pmagpy-4.1.5	2.14e-10	9.10e-13	1.14e-12	8.00e-14
7325B77:LP-DIR-T2	7325B77:LP-DIR-T	7325B77	    0.5	316.9	-62.2 	0	0	0.00	0.00	2	  423.0	This study	runcorn 2014-07-26 22:57:18	LT-T-Z:LP-DIR-T	g	235	u	8	273	Wiess		pmagpy-4.1.5	2.16e-10	1.27e-12	1.62e-12	4.20e-13
7325B77:LP-DIR-T3	7325B77:LP-DIR-T	7325B77	    0.5	324.8	-52.2 	0	0	0.00	0.00	3	  473.0	This study	runcorn 2014-07-27 01:18:46	LT-T-Z:LP-DIR-T	g	236	u	8	273	Wiess		pmagpy-4.1.5	2.43e-10	9.60e-13	2.53e-12	2.80e-13
7325B77:LP-DIR-T4	7325B77:LP-DIR-T	7325B77	    0.6	332.9	-55.7 	0	0	0.00	0.00	4	  523.0	This study	runcorn 2014-07-27 13:25:02	LT-T-Z:LP-DIR-T	g	237	u	8	273	Wiess		pmagpy-4.1.5	2.57e-10	7.90e-13	2.70e-12	4.70e-13
7325B77:LP-DIR-T5	7325B77:LP-DIR-T	7325B77	    0.5	311.2	-58.4 	0	0	0.00	0.00	5	  573.0	This study	runcorn 2014-07-27 16:15:06	LT-T-Z:LP-DIR-T	g	238	u	8	273	Wiess		pmagpy-4.1.5	2.37e-10	1.73e-12	1.22e-12	2.90e-13
7325B77:LP-DIR-T6	7325B77:LP-DIR-T	7325B77	    0.5	313.6	-65.0 	0	0	0.00	0.00	6	  613.0	This study	runcorn 2014-07-27 18:46:55	LT-T-Z:LP-DIR-T	g	239	u	8	273	Wiess		pmagpy-4.1.5	1.92e-10	1.27e-12	1.24e-12	3.50e-13
7325B77:LP-DIR-T7	7325B77:LP-DIR-T	7325B77	    0.8	306.0	-54.8 	0	0	0.00	0.00	7	  628.0	This study	runcorn 2014-07-27 20:34:14	LT-T-Z:LP-DIR-T	g	240	u	8	273	Wiess		pmagpy-4.1.5	2.04e-10	1.93e-12	2.64e-12	2.50e-13
7325B77:LP-DIR-T8	7325B77:LP-DIR-T	7325B77	    0.8	315.7	-59.3 	0	0	0.00	0.00	8	  643.0	This study	runcorn 2014-07-27 22:39:45	LT-T-Z:LP-DIR-T	g	241	u	8	273	Wiess		pmagpy-4.1.5	2.16e-10	2.66e-12	1.31e-12	4.50e-13
7325B77:LP-DIR-T9	7325B77:LP-DIR-T	7325B77	    0.5	318.6	-45.5 	0	0	0.00	0.00	9	  658.0	This study	runcorn 2014-07-28 10:23:39	LT-T-Z:LP-DIR-T	g	242	u	8	273	Wiess		pmagpy-4.1.5	2.18e-10	1.77e-12	1.00e-12	7.60e-13
7325B77:LP-DIR-T10	7325B77:LP-DIR-T	7325B77	    0.7	285.5	-57.4 	0	0	0.00	0.00	10	  673.0	This study	runcorn 2014-07-28 12:54:38	LT-T-Z:LP-DIR-T	g	243	u	8	273	Wiess		pmagpy-4.1.5	1.99e-10	1.84e-12	1.64e-12	1.50e-13
7325B77:LP-DIR-T11	7325B77:LP-DIR-T	7325B77	    0.9	334.5	-58.6 	0	0	0.00	0.00	11	  673.0	This study	runcorn 2014-08-04 09:54:38	LT-T-Z:LP-DIR-T	g	244	u	8	273	Wiess		pmagpy-4.1.5	1.40e-10	3.50e-13	2.12e-12	8.60e-13
7325B77:LP-DIR-T12	7325B77:LP-DIR-T	7325B77	    0.6	315.7	-57.0 	0	0	0.00	0.00	12	  698.0	This study	runcorn 2014-08-04 12:11:40	LT-T-Z:LP-DIR-T	g	245	u	8	273	Wiess		pmagpy-4.1.5	1.54e-10	1.61e-12	1.32e-12	1.13e-12
7325B77:LP-DIR-T13	7325B77:LP-DIR-T	7325B77	    0.8	324.9	-53.7 	0	0	0.00	0.00	13	  723.0	This study	runcorn 2014-08-04 14:32:57	LT-T-Z:LP-DIR-T	g	246	u	8	273	Wiess		pmagpy-4.1.5	1.77e-10	1.80e-12	1.69e-12	9.10e-13
7325B77:LP-DIR-T14	7325B77:LP-DIR-T	7325B77	    0.3	340.8	-41.3 	0	0	0.00	0.00	14	  748.0	This study	runcorn 2014-08-04 17:11:33	LT-T-Z:LP-DIR-T	g	247	u	8	273	Wiess		pmagpy-4.1.5	2.27e-10	2.50e-13	9.20e-13	6.50e-13
7325B77:LP-DIR-T15	7325B77:LP-DIR-T	7325B77	    0.8	315.7	-40.4 	0	0	0.00	0.00	15	  773.0	This study	runcorn 2014-08-04 20:09:05	LT-T-Z:LP-DIR-T	g	248	u	8	273	Wiess		pmagpy-4.1.5	1.39e-10	6.60e-13	2.12e-12	3.10e-13
